outcode,Managers,Professionals,Assosiates,Administrative,Skilled Trades,Caring and Leisure,Sales and customer Service,Process Plant & Machine,Elementry
DH2,1627,2459,1896,1723,1676,1465,1414,1258,1617
DH3,1290,2260,1524,1315,1163,964,1028,889,1049
DH4,1674,2741,2057,1793,1783,1508,1639,1444,1599
DH5,758,1198,957,940,991,910,930,804,934
DH6,1413,2465,1901,1511,1877,1602,1428,1589,1943
DH7,1875,3036,2229,1827,2148,1998,1550,1417,2303
DH8,2007,3191,2359,1680,2179,2040,1585,1747,1899
DH9,1426,2002,1717,1467,1959,1956,1542,1816,1978
DH98,7,6,7,8,19,12,2,14,27
DL1,2066,3023,2593,2331,2687,2622,2570,2213,3601
DL10,1664,1805,1590,929,1331,842,636,568,885
DL11,416,322,205,186,419,133,93,54,143
DL12,791,946,703,460,962,453,363,404,558
DL13,768,998,669,507,1076,657,418,535,615
DL14,1685,2208,1845,1531,2220,1958,1469,1555,2177
DL15,915,1245,1114,930,1242,1161,791,801,1042
DL16,894,1565,1271,983,1079,990,801,958,1157
DL17,686,939,835,693,1001,899,620,900,1038
DL2,1412,2122,1292,897,893,682,555,508,645
DL3,1943,3522,2243,1856,1637,1688,1573,1187,2068
DL4,304,365,367,330,532,471,383,453,528
DL5,1199,1741,1453,1145,1267,1260,979,1381,1385
DL6,1281,1554,1067,827,1324,848,721,560,1066
DL7,955,1184,1058,802,759,547,428,363,503
DL8,1343,1207,921,715,1572,795,518,547,849
DL9,703,580,2344,623,808,779,517,445,907
DN1,348,462,391,345,468,363,430,916,2178
DN10,1304,1301,881,633,823,594,426,451,537
DN11,1570,1969,1568,1226,1761,1605,1137,1248,1641
DN12,900,1095,1029,871,1405,1341,1104,1239,1742
DN14,3092,3397,2605,2229,2999,2258,1698,2834,3968
DN15,1452,2073,1628,1273,1986,1586,1407,3131,3232
DN16,1244,1774,1498,1213,1714,1603,1270,1999,2252
DN17,1642,1868,1594,1370,1980,1607,1254,2025,2044
DN18,762,1007,773,531,747,573,490,719,733
DN19,394,455,378,237,356,241,181,328,280
DN2,940,1531,1079,908,1244,1096,1107,1337,2538
DN20,1114,1355,1073,763,1099,803,675,877,848
DN21,2022,2422,1799,1471,2299,2001,1472,1616,1955
DN22,2325,2619,1880,1480,2160,1975,1250,1395,1793
DN3,1537,2013,1704,1414,1726,1425,1209,1342,1734
DN31,357,448,448,397,562,668,538,1246,1181
DN32,785,1129,988,778,1258,1303,995,2012,2004
DN33,757,1449,1008,723,1072,1095,699,1204,1195
DN34,567,743,717,615,914,893,662,1251,1165
DN35,1314,1674,1581,1192,1791,1544,1280,2013,1800
DN36,1242,1605,1199,997,1313,797,622,836,759
DN37,1421,1900,1550,1262,1437,1127,920,1522,1211
DN38,198,170,128,115,143,118,87,129,116
DN39,192,190,160,125,195,110,99,186,148
DN4,2498,3503,2557,2079,2324,2160,2056,2319,3979
DN40,403,419,480,450,546,485,351,891,758
DN41,28,40,34,30,19,10,13,20,12
DN5,2123,2579,2191,1780,2319,1993,1711,1738,2707
DN6,1273,1403,1290,1158,1569,1477,1186,1414,2161
DN7,1004,993,1030,801,1281,1031,819,1001,1520
DN8,762,770,792,785,1103,939,664,1087,1495
DN9,1551,1812,1361,938,1049,715,598,596,721
DT1,1190,2322,1240,894,1011,1078,749,466,963
DT10,744,819,558,466,906,558,333,410,621
DT11,1994,2450,1935,1197,1878,1356,862,884,1324
DT2,1876,2221,1475,1052,1777,1128,696,525,977
DT3,1518,1969,1533,1164,1537,1341,868,663,1056
DT4,1918,2378,1904,1433,2201,2077,1368,1033,1735
DT5,571,636,717,475,824,758,427,449,740
DT6,1408,1334,994,756,1642,924,736,475,959
DT7,469,420,271,168,347,210,187,81,203
DT8,413,340,273,194,435,254,159,134,233
DT9,1185,1646,994,705,1223,847,551,490,803
DY1,1518,2667,1811,1648,2091,1871,1535,1969,2232
DY10,2471,3134,2145,1744,2372,1938,1562,1510,1990
DY11,1727,2073,1577,1340,1904,1657,1256,1262,1611
DY12,1089,1086,732,609,780,509,378,392,485
DY13,1272,1375,1145,954,1348,982,732,752,945
DY14,751,726,552,414,779,383,257,254,333
DY2,1057,1643,1283,1266,1709,1547,1373,1783,1897
DY3,1896,2737,2014,1989,2352,1509,1322,1391,1488
DY4,1549,2163,1936,2005,2414,2180,1973,2839,3041
DY5,1816,2709,2070,2071,2704,2111,1914,2080,2481
DY6,1814,2705,1901,1678,1701,1155,1004,856,1043
DY7,682,798,425,345,326,225,180,158,181
DY8,3002,4885,3107,2318,2553,1993,1622,1314,1834
DY9,1885,2586,1467,1196,1188,977,801,927,1079
E1,5951,14756,8229,3458,2287,2842,3402,2185,4035
E10,3015,5593,3787,2106,2827,2044,1872,1702,3678
E11,4152,7838,4587,2345,2722,2003,1719,1492,3039
E12,1520,2903,1847,1507,1793,1643,2039,1562,3054
E13,2006,4040,2592,1964,3035,2531,2377,2110,4802
E14,8271,18644,9620,4136,2601,3110,3519,2307,4235
E15,3412,8268,4683,2269,3040,2495,2269,1663,4568
E16,3761,8011,4460,2409,2680,2781,2027,1778,4108
E17,7150,14197,9291,4025,5187,4009,3709,3174,6170
E18,1876,3510,1729,1038,842,547,490,389,648
E1W,85,175,66,25,23,17,38,21,38
E2,3338,8062,5294,1623,1149,1581,1643,1130,1968
E20,729,2161,1042,273,161,173,225,110,198
E3,3922,9669,6000,2338,1683,2160,2277,1532,2830
E4,4384,6604,4509,3612,3360,2523,2108,2027,2769
E5,3184,6719,5233,2000,1347,2180,1544,1061,2412
E6,2660,5060,3347,2833,4031,3068,3746,3166,6200
E7,2140,3635,2425,1708,2252,1870,2135,1670,3624
E8,4024,8429,6040,1521,1184,1699,1328,802,1843
E9,2180,4489,3565,1213,926,1644,1022,721,1832
EC1A,343,825,362,68,39,42,43,25,44
EC1M,349,739,321,80,47,50,52,23,46
EC1N,192,473,207,95,50,79,73,52,73
EC1R,506,1024,608,208,134,180,175,122,201
EC1V,1586,3512,1805,649,362,482,473,325,550
EC1Y,360,670,417,123,77,113,66,55,128
EC2A,174,411,204,38,9,10,17,4,13
EC2P,65,168,45,12,7,8,7,0,5
EC2Y,223,446,188,45,5,16,7,7,8
EC3N,45,99,33,11,4,4,3,0,3
EC4A,26,37,17,6,4,1,3,1,1
EC4Y,26,28,19,4,3,9,8,0,0
EN1,3046,5202,3168,2469,2362,2293,1669,1373,2257
EN10,1643,1736,1334,1190,961,712,602,584,748
EN11,1493,1750,1514,1255,1487,942,753,894,1230
EN2,2299,3743,2129,1541,1091,1018,742,550,834
EN3,2249,3626,2486,2162,2614,3074,2413,2167,3469
EN4,2673,3913,2124,1574,1191,1117,816,593,822
EN5,3395,5741,2915,1785,1288,1437,900,707,1038
EN6,2353,3185,1931,1594,1330,1005,854,664,875
EN7,1745,1828,1547,1501,1352,896,807,698,790
EN8,2092,2783,2200,2039,2175,1589,1373,1537,1981
EN9,1637,1640,1467,1365,1501,1039,792,870,1098
EX1,1590,4349,2113,1425,1308,1516,1300,872,1639
EX10,1116,1224,831,629,987,790,611,326,679
EX11,670,987,569,419,539,370,292,184,347
EX12,608,550,404,317,633,499,354,223,434
EX13,1058,1084,801,623,1332,791,585,460,744
EX14,1415,1636,1101,908,1742,1085,835,644,1177
EX15,1751,1982,1413,1193,1733,1185,912,1002,1246
EX16,2165,2440,1744,1363,2711,1601,1343,1460,1785
EX17,1350,1722,1058,931,1703,1026,768,764,994
EX18,265,268,221,169,425,145,128,101,169
EX19,262,240,148,155,388,158,112,125,157
EX2,2692,5905,2894,2180,2260,2191,1751,1443,2427
EX20,1457,1544,1140,951,1977,1089,798,834,1181
EX21,311,235,173,180,455,226,122,105,196
EX22,756,571,420,463,1329,579,453,347,642
EX23,901,920,681,520,1187,671,567,382,695
EX3,391,556,434,172,153,129,134,60,223
EX31,1837,2389,1945,1254,2234,1501,1097,977,1537
EX32,1207,1653,1088,839,1546,1296,942,909,1457
EX33,811,948,644,389,735,450,332,247,504
EX34,861,826,654,489,1003,781,529,549,823
EX35,164,75,48,49,141,91,69,36,71
EX36,466,579,402,381,837,502,272,351,527
EX37,182,201,128,117,278,117,76,77,105
EX38,440,528,378,318,817,529,326,365,435
EX39,1846,2177,1718,1350,2655,2201,1319,1181,1856
EX4,2212,5328,2867,2075,2296,2383,2261,1540,2785
EX5,1618,2428,1597,1077,1268,1006,785,638,908
EX6,1052,1711,921,611,981,588,431,328,514
EX7,723,893,682,536,756,850,522,370,677
EX8,2040,2691,2099,1508,2095,2127,1432,957,1634
EX9,378,490,305,168,325,255,167,101,213
FY0,13,16,10,6,14,21,6,6,13
FY1,1731,1478,1163,1254,1486,2415,1499,1252,2360
FY2,1071,1499,1256,1452,1202,1407,966,783,1141
FY3,1432,2329,1533,1670,1453,1884,1238,1029,1628
FY4,2154,2432,2133,2137,2217,2793,1943,1532,2141
FY5,2067,3098,2331,2654,2162,2114,1493,1235,1601
FY6,1911,2758,1574,1478,1465,1164,745,622,848
FY7,865,1009,1010,1187,1286,1387,930,969,1235
FY8,2776,4093,2399,1905,1514,1702,1345,764,1390
GL1,1696,3291,2250,1768,2088,2691,1977,2091,2980
GL10,1215,1722,1157,822,1150,898,570,722,752
GL11,1388,1995,1335,967,1250,843,588,640,898
GL12,1139,1713,1057,708,900,522,405,367,652
GL13,442,525,365,274,384,246,159,193,294
GL14,868,1075,823,688,1250,992,537,700,849
GL15,1438,1631,1287,1039,1554,1177,762,861,1094
GL16,747,842,705,559,930,704,430,549,671
GL17,777,1024,711,642,871,621,389,483,547
GL18,624,758,484,391,656,438,298,359,409
GL19,976,1053,620,569,684,397,271,237,351
GL2,3722,5771,4114,3740,3429,2930,2340,2161,2603
GL20,2095,2549,1841,1669,1624,1167,1043,1109,1328
GL3,2098,3577,2542,2328,1702,1556,1168,1007,1279
GL4,2323,3454,2703,2514,2641,2556,1838,1791,2320
GL5,2198,3380,2325,1317,2081,1531,1102,968,1430
GL50,2085,3706,2121,1679,1134,1050,1190,621,1419
GL51,2679,4903,2797,3051,2471,2350,1919,1567,2618
GL52,3751,6276,3483,2774,2012,1881,1596,1040,1731
GL53,1521,2779,1277,891,540,466,411,181,409
GL54,2495,2264,1577,1096,1558,1046,755,531,1006
GL55,653,481,332,227,369,177,168,99,215
GL56,888,782,557,351,593,408,284,192,431
GL6,2012,2518,1500,819,1146,773,598,390,664
GL7,4171,4477,3127,2030,2635,1782,1579,1094,1892
GL8,852,954,627,415,557,403,282,204,347
GL9,159,199,126,70,105,69,29,34,70
GU1,3140,5532,2734,1289,1322,1418,1173,589,1489
GU10,3783,3769,2403,1291,1198,968,662,397,677
GU11,1691,2442,3012,1388,1511,1901,1142,927,1732
GU12,2142,2966,2229,1677,1873,1754,1206,964,1526
GU13,3530,4703,3334,1752,1548,1300,1009,545,1031
GU14,3619,5846,4343,3002,3067,3155,2225,1694,3298
GU15,4457,5403,3973,2575,2206,2267,1746,1172,1951
GU16,1714,2695,1703,1219,1059,968,659,496,666
GU17,2704,3462,2672,1782,1883,1484,1137,800,1183
GU18,770,886,640,354,258,273,205,125,177
GU19,553,680,518,302,294,258,184,126,199
GU2,2022,4439,2130,1203,1239,1450,1157,533,1249
GU20,599,506,349,201,153,121,117,35,64
GU21,4063,6624,3870,2633,2298,2368,1772,1386,2021
GU22,3387,5193,2839,1571,1353,1363,978,771,1234
GU23,825,839,570,368,364,262,164,122,188
GU24,1798,1885,2294,891,690,645,399,283,454
GU25,912,803,425,257,219,180,135,73,132
GU26,904,956,659,349,333,358,163,121,235
GU27,2011,2298,1402,754,870,712,449,228,490
GU28,632,518,388,246,509,314,178,94,307
GU29,816,819,580,346,640,423,248,188,440
GU3,862,1063,613,395,389,328,209,129,222
GU30,887,1096,676,445,531,407,233,169,313
GU31,1305,1601,927,608,618,503,348,222,437
GU32,965,1202,717,472,676,480,313,211,424
GU33,751,892,567,338,484,335,207,136,244
GU34,2947,3485,2345,1488,1717,1691,912,723,1207
GU35,1736,1936,1540,1100,1633,1339,771,696,1039
GU4,1305,1935,1084,579,490,473,324,171,310
GU47,15,24,22,7,12,15,6,1,11
GU5,1327,1356,777,394,478,325,229,114,259
GU51,737,898,614,305,187,212,191,78,148
GU52,185,208,160,67,77,73,44,29,30
GU6,1242,1595,968,618,779,659,351,227,468
GU7,2332,3515,1932,978,952,978,643,332,721
GU8,1744,1892,1153,655,740,582,369,205,451
GU9,2461,3306,2048,1072,1233,1112,760,482,923
HA0,2801,4403,2567,2425,2936,2204,3211,3406,5230
HA1,3215,7170,2933,1970,2057,1655,1548,1303,2232
HA2,3740,7085,3466,3024,2584,2048,2520,1961,2766
HA3,4556,7604,3900,3870,4645,2831,3000,2833,4166
HA4,4283,6979,4223,3102,2556,1990,1507,1338,1694
HA5,4088,6885,2930,2192,1315,1226,1029,692,976
HA6,2533,3497,1453,1145,611,577,474,268,559
HA7,3124,4926,2160,1905,1602,1108,1146,961,1369
HA8,4247,6994,3594,3123,4170,3028,2438,2423,4010
HA9,2921,5406,2965,2368,2752,2074,2357,2446,4053
HD1,1162,2647,1627,1047,1343,1425,1532,1441,1909
HD2,1308,2306,1416,971,1032,1144,1057,1076,1309
HD3,2040,3526,2217,1380,1625,1464,1011,1014,1182
HD4,1277,1987,1434,961,1231,1213,943,1001,1226
HD5,1378,2155,1722,1192,1511,1491,1146,1066,1313
HD6,1693,2402,1757,1352,1339,1121,919,859,1130
HD7,4214,6079,4103,2309,3151,2132,1506,1574,1907
HD8,2602,3462,2341,1390,1818,1217,945,852,1059
HD9,31,17,16,17,25,9,8,16,11
HG1,2813,3933,2821,1664,1914,1876,1448,926,1981
HG2,2958,3863,2185,1275,1085,1143,1009,440,1037
HG3,2894,2916,2153,1234,1622,1046,821,489,962
HG4,1798,1949,1624,1047,1561,1162,928,764,1337
HG5,1643,1901,1339,831,880,812,637,391,701
HP1,2362,3235,2384,1524,1522,1192,1011,738,1234
HP10,2496,2546,1834,1114,1138,875,617,441,634
HP11,1321,2414,1463,842,903,958,844,634,1075
HP12,1153,1858,1228,866,1109,1026,984,916,1236
HP13,2805,4517,2992,1940,2105,1935,1731,1427,1916
HP14,2211,2154,1704,1167,1176,753,486,402,516
HP15,1435,1647,1271,883,794,617,437,253,372
HP16,1565,1459,947,555,531,395,307,129,270
HP17,2677,3067,2001,1146,1249,908,662,449,667
HP18,2367,2897,1930,1091,1352,957,651,512,790
HP19,1572,2615,2000,1415,1500,1510,1212,1194,1580
HP2,2497,3252,2724,2150,2239,2028,1676,1550,2539
HP20,999,1488,1191,768,805,857,647,532,737
HP21,1938,3239,2277,1582,1752,1885,1319,1205,1611
HP22,2985,3328,2477,1650,1370,983,695,544,733
HP23,1942,2211,1538,841,863,679,508,343,637
HP3,2759,3526,2641,1674,1732,1322,1173,940,1447
HP4,2727,3221,1996,893,777,691,484,305,621
HP5,2146,2953,2007,1214,1247,1084,869,645,909
HP6,1742,2436,1115,632,431,446,370,153,386
HP7,1092,1327,694,393,274,300,222,109,194
HP8,898,830,416,292,252,205,140,56,149
HP9,2265,2073,1191,598,429,419,354,147,296
HR1,2425,3570,2142,1695,2369,1696,1184,1203,1762
HR2,2230,2450,2029,1738,2712,2030,1478,1836,2465
HR3,647,622,430,324,870,306,257,196,326
HR4,1652,2157,1811,1403,1835,1464,1082,1331,1655
HR5,409,397,278,255,624,303,184,238,314
HR6,1176,1194,880,710,1607,1033,655,688,1043
HR7,637,577,393,344,693,371,253,305,424
HR8,982,1179,750,569,927,581,419,486,708
HR9,1430,1454,995,784,1241,807,701,595,866
HU1,292,707,388,202,352,240,347,394,530
HU10,1513,2107,1331,994,1061,805,662,545,667
HU11,1112,1144,984,778,1224,755,550,606,688
HU12,1401,1707,1456,1154,1724,1139,777,932,975
HU13,954,1540,991,730,970,719,613,491,706
HU14,873,1202,628,382,322,241,207,179,207
HU15,1985,2733,1710,1188,1224,894,673,740,863
HU16,933,1832,937,687,782,632,469,383,489
HU17,2606,4535,2934,1784,2053,1683,1370,1028,1642
HU18,337,424,314,270,435,377,312,208,356
HU19,226,221,199,175,374,364,206,202,320
HU2,52,111,89,87,207,142,132,304,372
HU20,24,25,16,10,15,12,6,8,13
HU3,749,1466,998,754,1626,1339,1182,2143,2773
HU4,817,1330,1181,1017,1466,1225,1093,1142,1359
HU5,1719,3655,2695,1952,3100,2316,2240,2723,3353
HU6,769,1445,1203,905,1763,1603,1427,1690,2381
HU7,1812,2872,2482,1852,3079,2481,2305,2492,2755
HU8,1250,1923,1714,1570,2273,1895,1638,1734,1970
HU9,1021,1499,1496,1244,2274,2082,1834,2059,2815
HX1,996,2333,1317,1056,1081,1278,1231,1426,1423
HX2,1827,2617,2086,1670,2136,1754,1272,1403,1606
HX3,2302,3534,2505,1961,2095,1754,1361,1413,1669
HX4,797,1138,814,571,611,449,314,334,345
HX5,427,633,524,410,464,398,282,334,455
HX6,1279,1833,1321,870,971,748,542,578,766
HX7,853,1713,1015,465,591,434,274,247,387
IG1,3391,6549,3279,2962,2904,2358,2929,2604,4278
IG10,3006,3663,2495,2014,1636,1217,889,766,1138
IG11,2543,5341,3096,2708,2903,3028,2385,2645,4513
IG2,1862,4314,1814,1788,1510,1089,1474,1054,1640
IG3,1809,3111,1594,1535,1425,1140,1390,1343,1876
IG4,760,1248,563,539,357,276,404,264,387
IG5,1117,1942,942,990,582,561,716,526,664
IG6,1845,3136,1643,1502,1844,1177,1148,1013,1535
IG7,1975,2361,1312,1238,1077,729,593,518,782
IG8,2869,4629,2521,1904,1472,1159,858,782,1161
IG9,1209,1653,1017,723,465,339,303,253,305
IP1,1942,3179,2428,1889,2153,2159,2018,2277,2987
IP10,832,943,735,728,514,509,458,439,508
IP11,1249,1383,1317,1378,925,1067,876,1108,1260
IP12,1888,2301,1830,982,1362,986,748,620,1055
IP13,1635,1820,1169,830,1216,748,503,460,756
IP14,2983,3798,2868,2184,2755,1997,1567,1563,2053
IP15,206,156,127,64,163,101,86,65,159
IP16,332,360,276,260,493,309,254,208,365
IP17,792,762,627,416,777,540,357,304,524
IP18,249,217,177,92,220,129,120,69,163
IP19,562,591,439,343,696,409,301,345,423
IP2,1205,1776,1541,1343,1573,1730,1469,1634,2166
IP20,593,563,451,351,654,384,245,327,347
IP21,915,902,661,507,878,495,325,422,534
IP22,1488,1630,1213,944,1502,986,786,929,1136
IP23,467,531,383,271,432,250,164,178,300
IP24,1587,1521,1830,1226,1747,1397,1129,2496,2568
IP25,1160,1072,1043,818,1488,1100,672,1177,1254
IP26,655,609,650,441,769,450,242,391,530
IP27,984,1049,1608,800,1534,924,561,942,1258
IP28,2075,2533,2672,1424,2153,1538,900,1094,1499
IP29,744,883,563,424,519,347,221,242,318
IP3,1609,3104,2110,1681,1914,1880,1777,1573,2225
IP30,1089,1405,937,694,880,597,445,456,541
IP31,1506,1688,1324,942,1165,831,551,539,777
IP32,1072,1769,1339,868,936,1023,725,722,1096
IP33,1175,2201,1383,844,926,1005,729,651,1035
IP4,1896,4189,2447,1842,1635,1691,1389,1109,1646
IP5,1079,1951,1300,955,810,715,628,378,591
IP6,1286,1546,1141,946,1030,727,548,555,649
IP7,1136,1223,1232,682,992,687,504,364,663
IP8,783,943,722,551,602,431,323,313,395
IP9,826,1060,777,536,616,413,310,264,398
KT1,2282,4037,2198,919,799,998,958,404,971
KT10,3166,3230,1784,872,513,631,395,198,372
KT11,2162,1878,1115,562,441,487,340,169,344
KT12,4290,5026,3308,1790,1589,1596,1121,695,1066
KT13,2867,2833,1768,848,539,645,436,270,494
KT14,1210,1489,1045,687,639,566,418,310,465
KT15,2308,3111,2348,1559,1554,1394,961,738,1168
KT16,1630,2220,1495,1027,1021,938,536,444,685
KT17,2915,4286,2318,1475,1086,1035,670,431,730
KT18,1901,2541,1447,958,797,743,498,279,447
KT19,2902,4449,2642,1989,1752,1789,1040,801,1236
KT2,3506,5389,2733,1211,675,904,750,321,705
KT20,1905,1924,1272,949,941,817,495,336,484
KT21,1390,1911,1051,646,462,473,308,148,257
KT22,2326,2787,1770,1086,1001,954,613,355,674
KT23,943,1112,707,446,426,376,226,138,243
KT24,986,981,593,283,234,236,133,77,123
KT3,3432,5438,2755,1821,1438,1448,1475,769,1311
KT4,2375,3706,2084,1541,1329,1059,819,599,778
KT5,1917,3210,1639,983,764,773,756,405,776
KT6,3160,5353,2979,1354,1003,1012,886,500,927
KT7,1149,1365,836,355,231,245,147,73,149
KT8,2059,2524,1702,934,840,796,532,402,554
KT9,1364,1970,1452,1187,1214,1042,712,541,887
L1,600,2170,1169,621,352,507,854,162,1012
L10,619,1342,916,966,817,884,733,688,803
L11,925,1653,1296,1362,1265,1884,1294,1399,2262
L12,1610,3083,1991,1923,1445,1495,1195,1140,1287
L13,1043,2244,1487,1661,1288,1805,1479,1171,2079
L14,986,2033,1453,1435,1280,1513,1090,1126,1526
L15,1160,3271,1843,1380,891,1350,1336,760,1651
L16,910,2004,1042,847,498,491,458,332,413
L17,1364,4279,1960,1128,676,823,773,482,912
L18,1607,4224,1705,1204,617,716,673,438,663
L19,1010,2438,1342,1134,880,911,840,770,1029
L2,190,808,343,184,89,119,264,43,276
L20,1124,1706,1678,2090,1618,2052,1801,1626,2421
L21,851,1434,1175,1332,1085,1348,1173,893,1259
L22,789,1657,1097,956,628,706,570,431,607
L23,1891,3321,1992,1725,1084,1117,940,640,880
L24,536,900,764,746,631,917,780,977,1329
L25,1654,3257,1837,1631,1222,1397,1138,983,1272
L26,638,1186,842,778,683,746,631,666,731
L27,177,224,237,223,226,347,299,272,323
L28,123,185,202,189,222,346,263,310,376
L3,588,2012,968,591,390,514,720,326,880
L30,700,1004,958,1226,997,1115,961,921,1078
L31,1840,3056,2102,2041,1407,1398,1105,909,965
L32,686,1011,934,1051,1046,1233,968,1091,1369
L33,590,945,796,790,770,1030,809,860,1100
L34,891,1621,1033,900,776,800,698,577,778
L35,1431,2674,1700,1550,1421,1540,1168,1093,1404
L36,1513,2528,1950,1867,1818,2042,1632,1588,2058
L37,1596,2711,1432,1072,730,782,730,368,534
L38,181,257,150,112,71,67,61,32,56
L39,1942,3100,1710,1271,1114,1170,1148,642,1228
L4,1033,1757,1503,1754,1615,2323,1812,1664,3229
L40,1596,2111,1217,918,1101,770,580,584,720
L5,245,509,375,372,323,519,434,369,829
L6,466,1232,689,652,751,1140,820,790,1722
L67,8,13,6,15,10,13,13,7,7
L68,24,46,45,43,18,36,20,32,30
L69,168,525,304,182,133,248,275,120,327
L7,362,1124,594,436,411,643,730,398,1137
L70,1,0,5,1,4,12,2,0,6
L8,688,1880,1170,846,699,1173,1044,686,1459
L9,1011,1892,1468,1707,1277,1450,1238,1121,1576
LA1,2320,6273,3052,1782,2408,2841,2075,1552,2836
LA10,281,331,152,126,412,127,103,88,190
LA11,865,894,538,390,864,468,328,188,481
LA12,1356,2198,1209,700,1489,831,566,547,851
LA13,933,2238,1333,882,1427,1096,700,679,1013
LA14,1055,2498,1747,1114,2404,1824,1404,1173,1983
LA15,319,553,506,287,566,431,290,295,393
LA16,127,320,215,136,271,167,124,137,146
LA17,93,124,58,48,104,38,19,23,39
LA18,335,482,451,308,662,377,240,360,452
LA19,25,51,50,23,83,32,27,22,36
LA2,1606,2399,1254,846,1685,949,666,566,823
LA20,76,113,48,43,126,38,21,25,56
LA21,138,95,68,46,125,48,60,31,101
LA22,512,277,177,165,469,254,244,78,421
LA23,690,497,335,274,635,426,332,132,570
LA3,1098,1490,1357,965,1441,1603,999,1093,1269
LA4,950,1361,1100,854,1254,1541,958,920,1240
LA5,971,1474,942,654,1035,811,537,506,671
LA6,950,1001,592,484,853,467,335,262,434
LA7,335,387,219,177,331,176,118,143,229
LA8,728,833,491,306,698,319,271,197,403
LA9,1829,2578,1699,1280,2093,1552,1513,1070,1803
LD1,632,731,526,459,1238,613,350,351,583
LD2,285,346,255,242,566,304,159,183,272
LD3,1216,1430,1094,693,1622,959,570,471,863
LD4,51,55,31,19,97,28,13,18,26
LD5,36,38,33,29,65,49,22,28,41
LD6,107,126,109,83,249,196,88,104,145
LD7,232,258,191,174,549,243,136,178,245
LD8,159,200,168,115,307,118,90,118,147
LE1,538,1748,814,505,422,768,976,957,1861
LE10,3592,4941,3661,2777,2859,2322,1880,1894,2985
LE11,2818,5716,3534,2028,2499,2393,2279,1941,3477
LE12,5502,7676,5011,3382,3771,2892,1930,1976,2682
LE13,1670,1903,1641,1251,1777,1475,1113,1483,1631
LE14,1821,1835,1153,852,1246,735,430,552,812
LE15,3046,3193,2766,1377,1704,1420,920,905,1422
LE16,3619,4317,2808,1565,1988,1402,1204,895,1551
LE17,2252,2373,1605,1100,1280,755,618,620,1098
LE18,1601,2775,2008,1697,1899,1731,1259,1252,1678
LE19,1264,1979,1484,1082,1145,811,750,610,800
LE2,5102,12076,5835,4553,4159,4949,4496,4684,7122
LE3,4262,7883,5091,4246,5042,5507,4050,5520,9260
LE4,3393,6053,4266,4190,4070,4593,4535,7948,8597
LE5,3269,6067,3455,3692,2857,3471,4178,6465,6405
LE55,37,88,44,21,25,23,23,13,21
LE6,5578,7078,5297,3946,4872,3675,2880,3523,4337
LE65,94,118,73,45,35,26,21,28,34
LE67,403,598,534,324,375,299,230,262,286
LE7,3762,5130,3299,2430,2680,1977,1599,1405,1715
LE8,2966,4226,2858,2039,2242,1609,1256,1008,1517
LE9,3782,4740,3846,2819,3374,2433,1870,1978,2628
LL11,2070,3664,2497,2183,2650,2573,1654,2384,2285
LL12,1339,2258,1412,1130,1344,1130,885,1012,1077
LL13,1379,2042,1407,1190,1575,1541,1085,2019,2145
LL14,1300,2055,1510,1440,2044,1962,1210,1837,1860
LL15,713,1132,668,417,815,545,280,392,438
LL16,754,1406,785,548,1115,957,451,512,628
LL17,378,551,331,211,348,301,176,186,223
LL18,1596,2250,1687,1507,1996,2393,1693,1449,1917
LL19,793,1217,854,727,919,1065,793,615,773
LL20,413,643,376,263,497,339,198,229,312
LL21,385,458,267,211,628,334,164,345,286
LL22,939,1271,876,695,1118,958,621,550,758
LL23,190,247,158,103,384,195,88,176,238
LL24,189,187,111,65,268,148,78,78,104
LL25,42,31,17,15,47,18,14,11,23
LL26,230,323,190,131,416,257,142,111,241
LL27,49,43,33,19,48,33,21,23,33
LL28,789,1119,742,532,687,710,470,343,474
LL29,840,1402,983,701,901,1118,737,478,757
LL30,1123,1422,955,724,1013,1237,868,406,1069
LL31,520,722,521,373,503,553,397,253,391
LL32,391,538,326,207,376,320,206,165,272
LL33,233,448,241,127,232,273,161,113,174
LL34,229,317,248,164,210,263,159,137,156
LL35,77,57,46,28,79,41,19,26,41
LL36,217,214,131,98,305,265,111,159,188
LL37,41,38,29,14,44,37,21,21,32
LL38,22,21,10,7,41,48,21,18,23
LL39,23,20,12,6,31,12,7,4,10
LL40,229,300,169,134,387,259,136,130,218
LL41,241,338,232,177,478,425,197,258,347
LL42,154,85,65,53,132,189,83,32,114
LL43,33,13,17,16,43,35,10,9,21
LL44,28,27,25,26,60,39,24,11,35
LL45,73,43,42,27,74,37,12,15,45
LL46,116,106,61,43,140,90,73,24,88
LL48,160,189,116,102,196,159,133,119,140
LL49,191,184,130,133,258,225,176,104,215
LL51,65,88,55,43,144,75,30,22,68
LL52,168,194,127,82,252,131,83,50,114
LL53,768,1053,596,453,1496,813,556,472,812
LL54,492,980,587,477,853,705,370,407,494
LL55,892,1991,1221,875,1242,1284,684,694,997
LL56,142,365,161,97,109,125,69,62,77
LL57,789,2240,1083,745,1209,1303,1121,633,1219
LL58,233,281,177,125,267,147,125,69,130
LL59,302,625,272,181,297,259,202,107,208
LL60,191,274,182,141,247,184,125,111,135
LL61,271,481,247,217,327,243,186,138,195
LL62,136,241,130,90,204,122,86,72,112
LL63,73,97,80,52,132,83,42,37,63
LL64,44,38,33,23,40,35,12,20,21
